drugId,HRCHY_1,HRCHY_2,HRCHY_3,HRCHY_4,HRCHY_5,HRCHY_6
42766,Unidentified pharmacological activity,DW-1029-M,,,,
42773,Unidentified pharmacological activity,simenepag isopropyl,,,,
42776,Unidentified pharmacological activity,RV-4104A,,,,
42960,Unidentified pharmacological activity,RO-5027838,,,,
43050,Unidentified pharmacological activity,VRP-700,,,,
43088,Unidentified pharmacological activity,"noscapine analogues, KineMed",,,,
43183,Unidentified pharmacological activity,LG-690,,,,
43297,Unidentified pharmacological activity,DC-9703,,,,
43327,Unidentified pharmacological activity,CBX-129801,,,,
43332,Unidentified pharmacological activity,GCSB-5,,,,
43346,Unidentified pharmacological activity,BAL-30072,,,,
43424,Unidentified pharmacological activity,"pentosan polysulfate sodium, TRF Pharma",,,,
43433,Unidentified pharmacological activity,AOBO-001,,,,
43434,Unidentified pharmacological activity,LEO-27847,,,,
57439,Unidentified pharmacological activity,folic acid,,,,
57445,Unidentified pharmacological activity,"androgens, unspecified",,,,
57458,Unidentified pharmacological activity,mesna,,,,
57473,Unidentified pharmacological activity,leucovorin,,,,
57502,Unidentified pharmacological activity,WS1490 (Kava-Kava special extract),,,,
57523,Unidentified pharmacological activity,carbogen,,,,
57573,Unidentified pharmacological activity,soy protein isolate,,,,
57591,Unidentified pharmacological activity,undisclosed - HIV therapies,,,,
57610,Unidentified pharmacological activity,18F-fludeoxyglucose,,,,
57616,Unidentified pharmacological activity,PW-2134 combo,,,,
57628,Unidentified pharmacological activity,Racol,,,,
57639,Unidentified pharmacological activity,Piper methysticum,,,,
57642,Unidentified pharmacological activity,Piascledine,,,,
57650,Unidentified pharmacological activity,trimethobenzamide,,,,
57655,Unidentified pharmacological activity,synbiotics cocktail,,,,
57657,Unidentified pharmacological activity,pegylated glutaminase,,,,
57675,Unidentified pharmacological activity,quinine,,,,
57685,Unidentified pharmacological activity,undisclosed - stimulant,,,,
57686,Unidentified pharmacological activity,isoniazid,,,,
57695,Unidentified pharmacological activity,3D-CRT,,,,
57715,Unidentified pharmacological activity,vitamin B complex,,,,
57718,Unidentified pharmacological activity,creatine,,,,
57721,Unidentified pharmacological activity,zinc,,,,
57722,Unidentified pharmacological activity,Biafine cream,,,,
57729,Unidentified pharmacological activity,phylloquinone (K1),,,,
57730,Unidentified pharmacological activity,mixed amphetamine salts immediate release,,,,
57735,Unidentified pharmacological activity,streptomycin,,,,
57740,Unidentified pharmacological activity,radiation therapy,,,,
57746,Unidentified pharmacological activity,high dose chemotherapy,,,,
57757,Unidentified pharmacological activity,undisclosed - chemotherapy,,,,
57762,Unidentified pharmacological activity,EF5,,,,
57768,Unidentified pharmacological activity,Hepatocyte-extracted proteins + HBV viral proteins,,,,
57769,Unidentified pharmacological activity,undisclosed - antidiabetic agent,,,,
57770,Unidentified pharmacological activity,Hepatocyte-extracted proteins + HCV viral proteins,,,,
57776,Unidentified pharmacological activity,"lithium, unspecified",,,,
57777,Unidentified pharmacological activity,xylitol,,,,
57794,Unidentified pharmacological activity,undisclosed - decongestant nose drops,,,,
57795,Unidentified pharmacological activity,c-1602,,,,
57803,Unidentified pharmacological activity,3-4 diaminopyridine,,,,
57810,Unidentified pharmacological activity,flupentixol,,,,
57811,Unidentified pharmacological activity,R228060,,,,
57815,Unidentified pharmacological activity,dextroamphetamine,,,,
57821,Unidentified pharmacological activity,epigallocatechin gallate,,,,
57822,Unidentified pharmacological activity,amantadine,,,,
57840,Unidentified pharmacological activity,recombinant human thrombopoietin (rhTPO),,,,
57841,Unidentified pharmacological activity,"Danshen, unspecified",,,,
57851,Unidentified pharmacological activity,undisclosed - mood stabilizer,,,,
57860,Unidentified pharmacological activity,palladium Pd 103,,,,
57862,Unidentified pharmacological activity,"strontium-89 chloride, unspecified",,,,
57872,Unidentified pharmacological activity,Oxygenated Fluorocarbon Nutrient Emulsion (OFNE),,,,
57883,Unidentified pharmacological activity,metyrapone,,,,
57888,Unidentified pharmacological activity,garlic oil,,,,
57912,Unidentified pharmacological activity,bee venom,,,,
57916,Unidentified pharmacological activity,undisclosed - beta agonist,,,,
57923,Unidentified pharmacological activity,pemoline,,,,
57925,Unidentified pharmacological activity,mononuclear cell apheresis,,,,
57926,Unidentified pharmacological activity,bifidobacterium longum BB-536,,,,
57930,Unidentified pharmacological activity,granulocyte and monocyte adsorption apheresis,,,,
57933,Unidentified pharmacological activity,undisclosed - antibiotic,,,,
57936,Unidentified pharmacological activity,IRA-01,,,,
57937,Unidentified pharmacological activity,cytosine deaminase adenoviral vector,,,,
57940,Unidentified pharmacological activity,histamine/caffeine,,,,
57941,Unidentified pharmacological activity,undisclosed - antiemetic agent,,,,
57946,Unidentified pharmacological activity,chlorthalidone,,,,
57947,Unidentified pharmacological activity,Mucotrol,,,,
57951,Unidentified pharmacological activity,methylphenidate SR,,,,
57957,Unidentified pharmacological activity,nandrolone decanoate,,,,
57960,Unidentified pharmacological activity,Myambutol,,,,
57961,Unidentified pharmacological activity,Tebrazid,,,,
57970,Unidentified pharmacological activity,dehydroepiandrosterone,,,,
57972,Unidentified pharmacological activity,Florastor,,,,
57977,Unidentified pharmacological activity,undisclosed - cardiovascular drug,,,,
57980,Unidentified pharmacological activity,glycyrrhizia,,,,
58009,Unidentified pharmacological activity,"CP-642,570",,,,
58020,Unidentified pharmacological activity,vitamin B6,,,,
58023,Unidentified pharmacological activity,131I-lipiodol,,,,
58028,Unidentified pharmacological activity,"ursodiol, unspecified",,,,
58050,Unidentified pharmacological activity,undisclosed - inotropic,,,,
58060,Unidentified pharmacological activity,methionine,,,,
58063,Unidentified pharmacological activity,trihexyphenidyl,,,,
58065,Unidentified pharmacological activity,undisclosed - antiarrhythmic,,,,
58068,Unidentified pharmacological activity,undisclosed - conventional heart failure therapy,,,,
58086,Unidentified pharmacological activity,vitamin K,,,,
58096,Unidentified pharmacological activity,povidone iodine,,,,
58103,Unidentified pharmacological activity,chloral hydrate,,,,
58104,Unidentified pharmacological activity,fenspiride,,,,
58105,Unidentified pharmacological activity,Echinacea,,,,
58108,Unidentified pharmacological activity,c-5597,,,,
58111,Unidentified pharmacological activity,undisclosed - investigational drug,,,,
58112,Unidentified pharmacological activity,murine cells producing Herpes Simplex thymidine kinase,,,,
58113,Unidentified pharmacological activity,alternative medicine,,,,
58128,Unidentified pharmacological activity,valerian,,,,
58136,Unidentified pharmacological activity,undisclosed - antihypertensive,,,,
58137,Unidentified pharmacological activity,undisclosed - antidyslipidemic agent,,,,
58138,Unidentified pharmacological activity,hypericum extract,,,,
58174,Unidentified pharmacological activity,boronophenylalanine-fructose complex,,,,
58183,Unidentified pharmacological activity,indium In 111 monoclonal antibody BrE-3,,,,
58185,Unidentified pharmacological activity,inositol,,,,
58188,Unidentified pharmacological activity,LMB-9 immunotoxin,,,,
58194,Unidentified pharmacological activity,undisclosed - bronchodilator (inhaled),,,,
58201,Unidentified pharmacological activity,phosphorus P32,,,,
58222,Unidentified pharmacological activity,SR-4554,,,,
58238,Unidentified pharmacological activity,glucose,,,,
58243,Unidentified pharmacological activity,"hormonal therapy, undisclosed",,,,
58252,Unidentified pharmacological activity,chromium picolinate,,,,
58260,Unidentified pharmacological activity,131I-MIBG,,,,
58261,Unidentified pharmacological activity,Traumeel S,,,,
58263,Unidentified pharmacological activity,ginger,,,,
58271,Unidentified pharmacological activity,tryptophan,,,,
58286,Unidentified pharmacological activity,amphetamine,,,,
58288,Unidentified pharmacological activity,phototherapy,,,,
58291,Unidentified pharmacological activity,valine injection,,,,
58335,Unidentified pharmacological activity,quinidine,,,,
58337,Unidentified pharmacological activity,quinidine ER,,,,
58350,Unidentified pharmacological activity,Embosphere Microspheres,,,,
58365,Unidentified pharmacological activity,"sodium hyaluronate (ophthalmic), Ursapharm",,,,
58366,Unidentified pharmacological activity,undisclosed - cardiac glycoside,,,,
58384,Unidentified pharmacological activity,arginine hydrochloride,,,,
58399,Unidentified pharmacological activity,choline bitartrate,,,,
58432,Unidentified pharmacological activity,undisclosed - insomnia therapy,,,,
58438,Unidentified pharmacological activity,undisclosed - anxiolytic,,,,
58440,Unidentified pharmacological activity,fusafungine,,,,
58451,Unidentified pharmacological activity,dehydrated alcohol,,,,
58453,Unidentified pharmacological activity,PL-14,,,,
58457,Unidentified pharmacological activity,Broncho-Vaxom,,,,
58462,Unidentified pharmacological activity,undisclosed - FDA approved drug,,,,
58476,Unidentified pharmacological activity,methyl nicotinate,,,,
58477,Unidentified pharmacological activity,myskin,,,,
58478,Unidentified pharmacological activity,"autologous keratinocytes, CellTran",,,,
58479,Unidentified pharmacological activity,KeraPac,,,,
58481,Unidentified pharmacological activity,autologous lymphocytes,,,,
58485,Unidentified pharmacological activity,Graftjacket Matrix,,,,
58490,Unidentified pharmacological activity,meglumine,,,,
58493,Unidentified pharmacological activity,Raftilose Synergy 1,,,,
58495,Unidentified pharmacological activity,AMT-2003,,,,
58508,Unidentified pharmacological activity,undisclosed - asthma drug,,,,
58512,Unidentified pharmacological activity,carbopol 974P,,,,
58516,Unidentified pharmacological activity,polyhexamethylene biguanide,,,,
58519,Unidentified pharmacological activity,lignocaine/chlorhexidine (gel),,,,
58521,Unidentified pharmacological activity,RO0506997,,,,
58544,Unidentified pharmacological activity,heme iron polypeptide,,,,
58557,Unidentified pharmacological activity,coal tar shampoo,,,,
58559,Unidentified pharmacological activity,zinc pyrithione (spray),,,,
58576,Unidentified pharmacological activity,RevM10/polAS,,,,
58578,Unidentified pharmacological activity,autologous blood donation (ABD),,,,
58579,Unidentified pharmacological activity,immunoglobulin G,,,,
58580,Unidentified pharmacological activity,Protein C,,,,
58583,Unidentified pharmacological activity,c-0730,,,,
58584,Unidentified pharmacological activity,plasmin,,,,
58588,Unidentified pharmacological activity,L-asparaginase,,,,
58590,Unidentified pharmacological activity,platinum,,,,
58599,Unidentified pharmacological activity,Lipiodol,,,,
58618,Unidentified pharmacological activity,undisclosed - anaesthetic,,,,
58634,Unidentified pharmacological activity,orthosilicic acid (OSA),,,,
58638,Unidentified pharmacological activity,phloroglucinol/trimethylphloroglucinol,,,,
58642,Unidentified pharmacological activity,Ferrovir,,,,
58652,Unidentified pharmacological activity,undisclosed - antidiarrheal,,,,
58657,Unidentified pharmacological activity,Cholecystokinin 4,,,,
58687,Unidentified pharmacological activity,undisclosed - hormone,,,,
58696,Unidentified pharmacological activity,undisclosed - antiretroviral (ARV) agent,,,,
58702,Unidentified pharmacological activity,PG-118415,,,,
58708,Unidentified pharmacological activity,E-6119,,,,
58711,Unidentified pharmacological activity,KIR-ligand mismatched haplo-identical natural killer cells,,,,
58712,Unidentified pharmacological activity,diethylstilbestrol,,,,
58725,Unidentified pharmacological activity,diethylpropion,,,,
58748,Unidentified pharmacological activity,se-amphetamine (ER),,,,
58755,Unidentified pharmacological activity,chloroquine,,,,
58761,Unidentified pharmacological activity,AutoloGel System,,,,
58763,Unidentified pharmacological activity,Pinitol,,,,
58765,Unidentified pharmacological activity,Easi-Max,,,,
58767,Unidentified pharmacological activity,intensity-modulated radiation therapy,,,,
58772,Unidentified pharmacological activity,Agaricus blazei Murill mushroom extract,,,,
58777,Unidentified pharmacological activity,Hydrotalcite,,,,
58783,Unidentified pharmacological activity,platelets gel,,,,
58784,Unidentified pharmacological activity,enamel matrix protein,,,,
58792,Unidentified pharmacological activity,autologous platelet concentrated by SmartPReP2 APC+,,,,
58793,Unidentified pharmacological activity,AC-1202,,,,
58794,Unidentified pharmacological activity,Cationorm,,,,
58796,Unidentified pharmacological activity,PF-00184562,,,,
58808,Unidentified pharmacological activity,hypertonic saline solution,,,,
58810,Unidentified pharmacological activity,PhosphoLean,,,,
58829,Unidentified pharmacological activity,Wobe-Mucos NEM,,,,
58839,Unidentified pharmacological activity,radioactive iodine,,,,
58850,Unidentified pharmacological activity,undisclosed - COPD drug,,,,
58874,Unidentified pharmacological activity,IVX-0142,,,,
58879,Unidentified pharmacological activity,phentermine,,,,
58895,Unidentified pharmacological activity,urea (oral),,,,
58907,Unidentified pharmacological activity,undisclosed - pulmonary surfactant,,,,
58917,Unidentified pharmacological activity,"FFP, unspecified",,,,
58937,Unidentified pharmacological activity,chlorzoxazone,,,,
58938,Unidentified pharmacological activity,mephenytoin,,,,
58939,Unidentified pharmacological activity,thrombocyte transfusion,,,,
58945,Unidentified pharmacological activity,undisclosed - conventional PAH therapy,,,,
58949,Unidentified pharmacological activity,bismuth subsalicylate,,,,
58992,Unidentified pharmacological activity,"cetylated fatty acids (cream), Imagenetix",,,,
59012,Unidentified pharmacological activity,c-8500,,,,
59019,Unidentified pharmacological activity,AGI-007,,,,
